,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
350,name351,lastname351,December,21,1997,BS Legal Management,+639176838576,Female,Globe
351,name352,lastname352,February,28,1997,BS Management,+639178973550,Male,Globe
352,name353,lastname353,June,11,2001,BS Communications Technology Management,+639272059262,Female,Globe
353,name354,lastname354,February,16,1997,BS Information Technology Entrepreneurship,+639181201113,Female,Smart
354,name355,lastname355,April,1,1999,BS Communications Technology Management,+639278319943,Female,Globe
355,name356,lastname356,July,26,2001,BS Management,+639181112365,Male,Smart
356,name357,lastname357,August,5,1997,BS Communications Technology Management,+639277336775,Male,Globe
357,name358,lastname358,August,17,1999,BS Information Technology Entrepreneurship,+639173548160,Female,Globe
358,name359,lastname359,December,18,2000,BS Management,+639276123910,Female,Globe
359,name360,lastname360,May,11,1999,BS Management,+639272284106,Male,Globe
360,name361,lastname361,February,9,2001,BS Legal Management,+639182111764,Male,Smart
361,name362,lastname362,September,27,2001,BS Management Engineering,+639173403848,Male,Globe
362,name363,lastname363,October,21,1997,BS Management,+639273173533,Male,Globe
363,name364,lastname364,January,8,1997,BS Management,+639275928138,Female,Globe
364,name365,lastname365,July,6,1999,BS Management Engineering,+639171023528,Female,Globe
365,name366,lastname366,November,13,1997,BS Information Technology Entrepreneurship,+639183843861,Male,Smart
366,name367,lastname367,May,15,1998,BS Information Technology Entrepreneurship,+639172771823,Male,Globe
367,name368,lastname368,June,22,2000,BS Information Technology Entrepreneurship,+639275947966,Male,Globe
368,name369,lastname369,March,1,2000,BS Management Engineering,+639271957539,Male,Globe
369,name370,lastname370,September,3,2001,BS Information Technology Entrepreneurship,+639271268314,Female,Globe
370,name371,lastname371,January,26,1998,BS Legal Management,+639277886832,Female,Globe
371,name372,lastname372,August,25,1997,BS Communications Technology Management,+639177683190,Female,Globe
372,name373,lastname373,April,4,1998,BS Communications Technology Management,+639274998056,Male,Globe
373,name374,lastname374,March,6,1998,BS Communications Technology Management,+639171962990,Male,Globe
374,name375,lastname375,August,21,1999,BS Information Technology Entrepreneurship,+639181873716,Male,Smart
375,name376,lastname376,April,24,1998,BS Management Engineering,+639176917182,Male,Globe
376,name377,lastname377,February,9,1998,BS Information Technology Entrepreneurship,+639272563795,Female,Globe
377,name378,lastname378,December,5,1999,BS Communications Technology Management,+639271767320,Male,Globe
378,name379,lastname379,January,26,1997,BS Communications Technology Management,+639273601774,Male,Globe
379,name380,lastname380,March,12,1998,BS Management,+639279901362,Female,Globe
380,name381,lastname381,November,21,1998,BS Management,+639183348614,Female,Smart
381,name382,lastname382,June,14,1999,BS Information Technology Entrepreneurship,+639176888237,Female,Globe
382,name383,lastname383,July,27,1999,BS Management Engineering,+639275477228,Female,Globe
383,name384,lastname384,February,6,1997,BS Legal Management,+639277311675,Male,Globe
384,name385,lastname385,September,18,1998,BS Legal Management,+639183898961,Male,Smart
385,name386,lastname386,October,6,1999,BS Management Engineering,+639275684260,Female,Globe
386,name387,lastname387,June,16,1999,BS Management,+639274771635,Female,Globe
387,name388,lastname388,January,2,2000,BS Information Technology Entrepreneurship,+639172616867,Female,Globe
388,name389,lastname389,September,24,1999,BS Communications Technology Management,+639275082670,Female,Globe
389,name390,lastname390,January,21,2000,BS Management Engineering,+639172936725,Male,Globe
390,name391,lastname391,December,16,2000,BS Management,+639274874223,Female,Globe
391,name392,lastname392,August,2,1999,BS Information Technology Entrepreneurship,+639177634974,Male,Globe
392,name393,lastname393,June,28,1998,BS Legal Management,+639177936625,Female,Globe
393,name394,lastname394,June,13,1999,BS Information Technology Entrepreneurship,+639275523618,Female,Globe
394,name395,lastname395,January,23,2001,BS Management,+639171871504,Male,Globe
395,name396,lastname396,September,19,1999,BS Legal Management,+639176556808,Female,Globe
396,name397,lastname397,January,8,1999,BS Management Engineering,+639184414937,Male,Smart
397,name398,lastname398,September,2,1999,BS Legal Management,+639178072225,Male,Globe
398,name399,lastname399,August,25,2001,BS Management,+639275893638,Male,Globe
399,name400,lastname400,February,9,1999,BS Management,+639177856859,Female,Globe
400,name401,lastname401,October,3,1998,BS Management,+639185935046,Female,Smart
401,name402,lastname402,March,4,2001,BS Information Technology Entrepreneurship,+639184868396,Male,Smart
402,name403,lastname403,June,20,1998,BS Information Technology Entrepreneurship,+639172819618,Female,Globe
403,name404,lastname404,May,23,1997,BS Communications Technology Management,+639176218869,Male,Globe
404,name405,lastname405,November,4,1999,BS Management Engineering,+639279246856,Male,Globe
405,name406,lastname406,December,11,1998,BS Management Engineering,+639181847364,Female,Smart
406,name407,lastname407,May,17,1998,BS Management,+639277944417,Male,Globe
407,name408,lastname408,July,17,2001,BS Management,+639274727168,Female,Globe
408,name409,lastname409,August,1,1997,BS Management Engineering,+639184832009,Female,Smart
409,name410,lastname410,August,22,1997,BS Communications Technology Management,+639173478315,Male,Globe
410,name411,lastname411,February,20,1998,BS Information Technology Entrepreneurship,+639178813071,Male,Globe
411,name412,lastname412,February,10,1999,BS Management,+639176817070,Female,Globe
412,name413,lastname413,May,9,1997,BS Management Engineering,+639172773163,Male,Globe
413,name414,lastname414,June,5,2001,BS Information Technology Entrepreneurship,+639173672247,Male,Globe
414,name415,lastname415,November,15,1999,BS Information Technology Entrepreneurship,+639279968602,Female,Globe
415,name416,lastname416,May,25,1998,BS Communications Technology Management,+639172113821,Female,Globe
416,name417,lastname417,June,12,1997,BS Management Engineering,+639271375483,Male,Globe
417,name418,lastname418,February,22,1998,BS Information Technology Entrepreneurship,+639271461580,Female,Globe
418,name419,lastname419,February,14,1999,BS Management,+639176864318,Male,Globe
419,name420,lastname420,May,7,1999,BS Management,+639188707055,Female,Smart
420,name421,lastname421,June,27,2001,BS Communications Technology Management,+639173068677,Female,Globe
421,name422,lastname422,July,3,1997,BS Communications Technology Management,+639273648721,Male,Globe
422,name423,lastname423,September,14,2000,BS Management,+639175205319,Male,Globe
423,name424,lastname424,April,6,1998,BS Management,+639188126741,Female,Smart
424,name425,lastname425,April,14,1999,BS Management,+639187844632,Male,Smart
425,name426,lastname426,March,15,2000,BS Management Engineering,+639271038881,Female,Globe
426,name427,lastname427,November,13,1997,BS Management,+639278698588,Male,Globe
427,name428,lastname428,April,19,1998,BS Communications Technology Management,+639183738418,Male,Smart
428,name429,lastname429,November,10,2001,BS Communications Technology Management,+639183137865,Female,Smart
429,name430,lastname430,February,5,2001,BS Communications Technology Management,+639278042579,Female,Globe
430,name431,lastname431,June,5,1998,BS Management Engineering,+639176483069,Female,Globe
431,name432,lastname432,March,27,2001,BS Communications Technology Management,+639273291747,Female,Globe
432,name433,lastname433,November,17,1997,BS Management,+639272979518,Male,Globe
433,name434,lastname434,December,14,1997,BS Management Engineering,+639279316877,Male,Globe
434,name435,lastname435,August,23,2000,BS Information Technology Entrepreneurship,+639173072012,Male,Globe
435,name436,lastname436,January,13,1998,BS Information Technology Entrepreneurship,+639172434142,Male,Globe
436,name437,lastname437,February,28,2001,BS Communications Technology Management,+639271165889,Female,Globe
437,name438,lastname438,May,24,2000,BS Legal Management,+639177469784,Female,Globe
438,name439,lastname439,April,13,1998,BS Legal Management,+639172283833,Female,Globe
439,name440,lastname440,May,14,1997,BS Legal Management,+639178963614,Male,Globe
440,name441,lastname441,May,28,1999,BS Management Engineering,+639272929675,Female,Globe
441,name442,lastname442,July,23,1999,BS Communications Technology Management,+639187861587,Female,Smart
442,name443,lastname443,January,20,1999,BS Information Technology Entrepreneurship,+639183159445,Male,Smart
443,name444,lastname444,April,16,1999,BS Communications Technology Management,+639181853883,Female,Smart
444,name445,lastname445,September,23,1997,BS Legal Management,+639181338176,Male,Smart
445,name446,lastname446,July,16,2000,BS Legal Management,+639171589222,Male,Globe
446,name447,lastname447,May,26,1998,BS Communications Technology Management,+639187772751,Male,Smart
447,name448,lastname448,January,23,1998,BS Communications Technology Management,+639184076344,Female,Smart
448,name449,lastname449,April,26,1997,BS Information Technology Entrepreneurship,+639189921668,Female,Smart
449,name450,lastname450,March,28,2001,BS Management,+639186619609,Male,Smart
450,name451,lastname451,March,26,2000,BS Legal Management,+639185544787,Male,Smart
451,name452,lastname452,December,27,1998,BS Legal Management,+639271968999,Male,Globe
452,name453,lastname453,October,24,1999,BS Information Technology Entrepreneurship,+639277686004,Male,Globe
453,name454,lastname454,August,3,1999,BS Information Technology Entrepreneurship,+639185636928,Male,Smart
454,name455,lastname455,March,4,1999,BS Management Engineering,+639279921613,Female,Globe
455,name456,lastname456,March,21,2000,BS Management,+639189665429,Female,Smart
456,name457,lastname457,December,24,1997,BS Information Technology Entrepreneurship,+639179506481,Female,Globe
457,name458,lastname458,January,11,1998,BS Information Technology Entrepreneurship,+639271748702,Female,Globe
458,name459,lastname459,January,26,2001,BS Information Technology Entrepreneurship,+639278105085,Male,Globe
459,name460,lastname460,April,26,1997,BS Legal Management,+639189555912,Male,Smart
460,name461,lastname461,April,14,1997,BS Communications Technology Management,+639173654093,Female,Globe
461,name462,lastname462,August,13,2000,BS Legal Management,+639271614112,Female,Globe
462,name463,lastname463,December,9,2001,BS Management Engineering,+639277126963,Female,Globe
463,name464,lastname464,January,24,1999,BS Communications Technology Management,+639186943625,Male,Smart
464,name465,lastname465,February,27,1999,BS Management Engineering,+639272216429,Male,Globe
465,name466,lastname466,February,5,1997,BS Legal Management,+639183809040,Male,Smart
466,name467,lastname467,October,26,1999,BS Information Technology Entrepreneurship,+639173195070,Male,Globe
467,name468,lastname468,June,8,2000,BS Communications Technology Management,+639187995285,Female,Smart
468,name469,lastname469,August,8,1999,BS Information Technology Entrepreneurship,+639189415488,Female,Smart
469,name470,lastname470,June,21,1998,BS Information Technology Entrepreneurship,+639275342876,Male,Globe
470,name471,lastname471,May,24,1999,BS Communications Technology Management,+639179085006,Male,Globe
471,name472,lastname472,January,28,1999,BS Management Engineering,+639274024494,Female,Globe
472,name473,lastname473,December,7,1999,BS Management Engineering,+639187543507,Female,Smart
473,name474,lastname474,November,19,1998,BS Management,+639275595075,Male,Globe
474,name475,lastname475,September,7,1998,BS Information Technology Entrepreneurship,+639277337323,Female,Globe
475,name476,lastname476,March,7,1998,BS Management,+639186463244,Female,Smart
476,name477,lastname477,November,20,2000,BS Management Engineering,+639173208047,Male,Globe
477,name478,lastname478,August,4,1998,BS Management,+639177593071,Male,Globe
478,name479,lastname479,May,19,1999,BS Management Engineering,+639188709843,Male,Smart
479,name480,lastname480,June,3,1997,BS Information Technology Entrepreneurship,+639272176206,Female,Globe
480,name481,lastname481,August,14,1999,BS Management Engineering,+639278615556,Female,Globe
481,name482,lastname482,January,20,2000,BS Legal Management,+639275455153,Male,Globe
482,name483,lastname483,November,17,2000,BS Legal Management,+639183735268,Female,Smart
483,name484,lastname484,June,10,1998,BS Management,+639172005708,Female,Globe
484,name485,lastname485,July,3,1997,BS Management Engineering,+639184172231,Female,Smart
485,name486,lastname486,May,9,1998,BS Management,+639171794262,Male,Globe
